id,generic_name,company_name,presentation,update_type,update_date,availability,related_info,resolved_note,reason_for_shortage,therapeutic_category,status,change_date,date_discontinued,ndc,availability_status
2356,Asparaginase Erwinia Chrysanthemi (Erwinaze),"Jazz Pharmaceuticals, Inc.","ERWINAZE 10,000 IU lyophilized powder supplied in a clear 3 mL glass vial 1 vial (NDC 57902-249-01)",Revised,11/6/20,Available,,,Other,Hematology;Oncology;Pediatric,Current,,,57902-249-01,available
2357,Aspirin/Dipyridamole (Aggrenox) Extended Release Capsules,"Boehringer Ingelheim Pharmaceuticals, Inc.",25mg/200mg capsules (NDC 0597-0001-60),New,5/26/20,,"Business decision made by the applicant, BIPI. BIPI will no longer be supplying the market with AGGRENOX capsules after June 11, 2020.",,,Cardiovascular,To be Discontinued,5/26/20,5/26/20,0597-0001-60,discontinued
2358,"Atracurium Besylate Injection, USP",Mylan Institutional,"10 mg/mL, 10 mL, 10PK (NDC 67457-698-10)",New,9/24/19,,,,,Anesthesia,To be Discontinued,9/24/19,9/24/19,67457-698-10,discontinued
2359,"Atracurium Besylate Injection, USP",Mylan Institutional,"10 mg/mL, 5 mL, 10 PK (NDC 67457-699-05)",New,9/24/19,,,,,Anesthesia,To be Discontinued,9/24/19,9/24/19,67457-699-05,discontinued
2360,Atropine Sulfate Injection,"Fresenius Kabi USA, LLC",8 mg per 20 mL (0.4 mg per mL); MDV; (NDC 63323-580-20),Reverified,11/16/20,Available,Check wholesaler inventory,,Demand increase for the drug,Anesthesia;Neurology;Pediatric,Current,,,63323-580-20,available
2361,Atropine Sulfate Injection,"Amphastar Pharmaceuticals, Inc./IMS","0.1 mg/mL; 10 mL Luer-Jet Prefilled Syringe (NDC 76329-3339-1, Old NDC 0548-3339-00)",Reverified,10/30/20,Available,,,,Anesthesia;Neurology;Pediatric,Current,,,76329-3339-1,available
2362,Atropine Sulfate Injection,"Hospira, Inc.","1 mg/10 mL (0.1 mg/mL); Ansyr Plastic Syringe
(NDC 0409-1630-10)",Reverified,11/20/20,Limited Supply Available. Next Delivery: December 2020; Estimated Recovery: March 2021,,,Demand increase for the drug,Anesthesia;Neurology;Pediatric,Current,,,0409-1630-10,limited availability
2363,Atropine Sulfate Injection,"Hospira, Inc.","0.25 mg/5 mL (0.05 mg/mL); Ansyr Plastic Syringe
(NDC 0409-9630-05)",Reverified,11/20/20,Available,,,Other,Anesthesia;Neurology;Pediatric,Current,,,0409-9630-05,available
2364,Atropine Sulfate Injection,"Hospira, Inc.",0.5 mg/5 mL (0.1 mg/mL); LifeShield Abboject Glass Syringe (NDC 0409-4910-34),Reverified,11/20/20,Available,,,Other,Anesthesia;Neurology;Pediatric,Current,,,0409-4910-34,available
2365,Atropine Sulfate Injection,"Hospira, Inc.","1 mg/10 mL (0.1 mg/mL); LifeShield Abboject Glass Syringe (NDC 0409-4911-34, pack of 10; NDC 0409-4911-11, individual)",Reverified,11/20/20,Available,,,Other,Anesthesia;Neurology;Pediatric,Current,,,0409-4911-34,available
2366,Atropine Sulfate Injection,American Regent/Luitpold,"1 mg/mL, 1 mL single-dose vial, package of 25 (NDC 00517-1010-25)",Revised,7/10/20,Limited Availability,"American Regent is currently releasing the 1mg/mL, 1 mL vial, (NDC 00517-1010-25)",,Other,Anesthesia;Neurology;Pediatric,Current,,,00517-1010-25,limited availability
2367,Atropine Sulfate Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)","0.4 mg/mL, 20 mL vial (NDC 0641-6006-10)",Revised,8/20/20,Available,,,Demand increase for the drug,Anesthesia;Neurology;Pediatric,Current,,,0641-6006-10,available
2368,Atropine Sulfate Injection,American Regent/Luitpold,"0.4 mg/mL, 1 mL single-dose vial, package of 25 (NDC 00517-0401-25)",Revised,7/10/20,Limited availability,"American Regent is currently releasing the 0.4mg/mL, 1 mL vial, NDC 00517-0401-25",,Other,Anesthesia;Neurology;Pediatric,Current,,,00517-0401-25,limited availability
2369,Atropine Sulfate Ophthalmic Ointment,Bausch Health,"1% (10 mg/g), 3.5 g tube (NDC 24208-825-55)",Revised,7/22/20,Availability limited to product already in pharmacies until resumption of manufacturing in the second half of 2020,Currently qualifying alternate supplier of inactive ingredient,,Shortage of an inactive ingredient,Ophthalmology,Current,,,24208-825-55,limited availability
2370,Avelox® (moxifloxacin HCl) Tablets,Bayer,Bottles of 30 Tablets (NDC 50419-530-01),New,2/1/19,,Business decision to discontinue marketing in the US.,,,Anti-Infective,To be Discontinued,2/1/19,2/1/19,50419-530-01,discontinued
2371,"AVYCAZ® (ceftazidime and avibactam) for Injection, 2 grams/0.5 grams",Allergan Sales LLC,"2 g/1, .5 g/1 powder for solution 1 Single-use vials (NDC 0456-2700-01)",New,2/26/20,Currently unavailable.  Duration of the shortage is yet to be determined.,,,Other,Anti-Infective,Current,,,0456-2700-01,not available
2372,"AVYCAZ® (ceftazidime and avibactam) for Injection, 2 grams/0.5 grams",Allergan Sales LLC,"2 g/1, .5 g/1 powder for solution Carton containing 10 vials  (NDC 0456-2700-10)",New,2/26/20,Currently unavailable.  Duration of the shortage is yet to be determined.,,,Other,Anti-Infective,Current,,,0456-2700-10,not available
2373,Azacitidine Injection,Teva Pharmaceuticals,100 mg/1 unit (NDC 0591-2897-49),New,10/30/19,,The product has not been marketed for an extended period of time. Teva made a business decision to discontinue this product.,,,Oncology,To be Discontinued,10/30/19,10/30/19,0591-2897-49,discontinued
2374,Azithromycin (Azasite) Ophthalmic Solution 1%,Akorn Pharmaceuticals,Azasite (Azithromycin Ophthalmic Solution) 1% 2.5 mL in 5 mL bottle (NDC 17478-307-03),Revised,9/11/19,,,,,Ophthalmology,Resolved,9/11/19,,17478-307-03,
2375,Azithromycin Tablets,Aurobindo Pharma,250mg 6x3 Blister Pack/ Carton (NDC 65862064163),Reverified,10/2/20,Available,,,,Anti-Infective,Current,,,65862064163,available
2376,Azithromycin Tablets,Lupin,250 mg – Carton of 3 Blister Cards (6 Tablets per Blister Card) (NDC  6818016013),Reverified,10/2/20,Available,,,,Anti-Infective,Current,,,6818016013,available
2377,Azithromycin Tablets,Pfizer Pharmaceuticals,Zithromax 250 mg tablets; Unit Dose package of 50 (NDC 0069-4061-89),Reverified,11/20/20,Available,,,Demand increase for the drug,Anti-Infective,Current,,,0069-4061-89,available
2378,Azithromycin Tablets,Pfizer Pharmaceuticals,Zithromax 500 mg tablets; Unit Dose package of 50 (NDC 0069-3070-86),Reverified,11/20/20,Available,,,Demand increase for the drug,Anti-Infective,Current,,,0069-3070-86,available
2379,Azithromycin Tablets,Pfizer Pharmaceuticals,Zithromax 250 mg tablets; bottle of 30 (NDC 0069-3060-30),Reverified,11/20/20,Available,,,Demand increase for the drug,Anti-Infective,Current,,,0069-3060-30,available
2380,Azithromycin Tablets,Pfizer Pharmaceuticals,Zithromax 250 mg tablets; boxes of 3 (Z-PAKS of 6) (NDC 0069-3060-75),Reverified,11/20/20,Available,,,Demand increase for the drug,Anti-Infective,Current,,,0069-3060-75,available
2381,Azithromycin Tablets,Pfizer Pharmaceuticals,Zithromax 500 mg tablets; bottles of 30 (NDC 0069-3070-30),Reverified,11/20/20,Available,,,Demand increase for the drug,Anti-Infective,Current,,,0069-3070-30,available
2382,Azithromycin Tablets,Pfizer Pharmaceuticals,Zithromax 500 mg tablets; boxes of 3 (TRI-PAKS of 3 tablets) (NDC 0069-3070-75),Reverified,11/20/20,Available,,,Demand increase for the drug,Anti-Infective,Current,,,0069-3070-75,available
2383,Azithromycin Tablets,Pfizer Pharmaceuticals,250 mg tablets; Blister of 3x6 (NDC 59762-2198-3),Reverified,11/20/20,Available,,,Demand increase for the drug,Anti-Infective,Current,,,59762-2198-3,available
2384,Azithromycin Tablets,Pfizer Pharmaceuticals,250 mg tablets; Bottle of 30 (NDC 59762-2198-7),Reverified,11/20/20,Available,,,Demand increase for the drug,Anti-Infective,Current,,,59762-2198-7,available
2385,Azithromycin Tablets,Sandoz,600 mg 30 count bottle (NDC 0781-5793-31),Reverified,11/13/20,Available,,,,Anti-Infective,Current,,,0781-5793-31,available
2386,Azithromycin Tablets,Sandoz,500 mg 30 count bottle (NDC 0781-8090-31),Reverified,11/13/20,Available,,,,Anti-Infective,Current,,,0781-8090-31,available
2387,Azithromycin Tablets,Sandoz,500 mg 3 count unit dose (NDC 0781-8090-03),Reverified,11/13/20,Available,,,,Anti-Infective,Current,,,0781-8090-03,available
2388,Azithromycin Tablets,Sandoz,250 mg 30 count bottle (NDC 0781-8089-31),Reverified,11/13/20,Available,,,,Anti-Infective,Current,,,0781-8089-31,available
2389,Azithromycin Tablets,Sandoz,250 mg 6 count unit dose (NDC 0781-8089-26),Reverified,11/13/20,Available,,,,Anti-Infective,Current,,,0781-8089-26,available
2390,Azithromycin Tablets,CSPC Ouyi Pharmaceutical Co. Ltd.,"600 mg, 30/bottle (NDC 51224-222-30)",Revised,8/20/20,Available,"Distributed by TAGI Pharma Inc at 1-815-624-7685, or Toll-free 1-855-225-8244",,Demand increase for the drug,Anti-Infective,Current,,,51224-222-30,available
2391,Azithromycin Tablets,CSPC Ouyi Pharmaceutical Co. Ltd.,"500 mg, 30/bottle (NDC 51224-122-30)",Revised,8/20/20,Available,"Distributed by TAGI Pharma Inc at 1-815-624-7685, or Toll-free 1-855-225-8244",,Demand increase for the drug,Anti-Infective,Current,,,51224-122-30,available
2392,Azithromycin Tablets,CSPC Ouyi Pharmaceutical Co. Ltd.,"250 mg, 30/bottle (NDC 51224-022-30)",Revised,8/20/20,Available,"Distributed by TAGI Pharma Inc at 1-815-624-7685, or Toll-free 1-855-225-8244",,Demand increase for the drug,Anti-Infective,Current,,,51224-022-30,available
2393,Azithromycin Tablets,CSPC Ouyi Pharmaceutical Co. Ltd.,"500 mg, Cartons of 1 blister card, 3 tablets per blister card (NDC 51224-122-03)",Revised,8/20/20,Available,"Distributed by TAGI Pharma Inc at 1-815-624-7685, or Toll-free 1-855-225-8244",,Demand increase for the drug,Anti-Infective,Current,,,51224-122-03,available
2394,Azithromycin Tablets,CSPC Ouyi Pharmaceutical Co. Ltd.,"500 mg, Cartons of 3 blister card, 3 tablets per blister card (NDC 51224-122-09)",Revised,8/20/20,Available,"Distributed by TAGI Pharma Inc at 1-815-624-7685, or Toll-free 1-855-225-8244",,Demand increase for the drug,Anti-Infective,Current,,,51224-122-09,available
2395,Azithromycin Tablets,CSPC Ouyi Pharmaceutical Co. Ltd.,"250 mg, Cartons of 1 blister card, 6 tablets per blister card (NDC 51224-022-06)",Revised,8/20/20,Available,"Distributed by TAGI Pharma Inc at 1-815-624-7685, or Toll-free 1-855-225-8244",,Demand increase for the drug,Anti-Infective,Current,,,51224-022-06,available
2396,Azithromycin Tablets,CSPC Ouyi Pharmaceutical Co. Ltd.,"250 mg, Cartons of 3 blister cards, 6 tablets per blister card (NDC 51224-022-18)",Revised,8/20/20,Available,"Distributed by TAGI Pharma Inc at 1-815-624-7685, or Toll-free 1-855-225-8244",,Demand increase for the drug,Anti-Infective,Current,,,51224-022-18,available
2397,Azithromycin Tablets,Teva Pharmaceuticals,250  mg 30 count (NDC 50111-787-10),Reverified,11/19/20,Available,,,,Anti-Infective,Current,,,50111-787-10,available
2398,Azithromycin Tablets,Teva Pharmaceuticals,250  mg 6 x 1 blister pack (NDC 50111-787-51),Reverified,11/19/20,Available,,,,Anti-Infective,Current,,,50111-787-51,available
2399,Azithromycin Tablets,Teva Pharmaceuticals,500  mg 3 x 1 blister pack (NDC 50111-788-55),Reverified,11/19/20,Available,,,,Anti-Infective,Current,,,50111-788-55,available
2400,Azithromycin Tablets,Teva Pharmaceuticals,500  mg 30 count (NDC 50111-788-10),Reverified,11/19/20,Available,,,,Anti-Infective,Current,,,50111-788-10,available
2401,Azithromycin Tablets,Teva Pharmaceuticals,600  mg 30 count (NDC 50111-789-10),Reverified,11/19/20,Available,,,,Anti-Infective,Current,,,50111-789-10,available
2402,Azithromycin Tablets,Teva Pharmaceuticals,250  mg 18 3 x 6 blister pack (NDC 50111-787-66),Reverified,11/19/20,Available,,,Demand increase for the drug,Anti-Infective,Current,,,50111-787-66,available
2403,Azithromycin Tablets,Teva Pharmaceuticals,500  mg 3 x 3 blister pack (NDC 50111-788-67),Reverified,11/19/20,Available,,,,Anti-Infective,Current,,,50111-788-67,available
2404,Azithromycin Tablets,Wockhardt,250 MG 3X6T (NDC 64679-0961-05),Reverified,4/23/20,Unavailable,,,Requirements related to complying with good manufacturing practices & demand increase for the drug,Anti-Infective,Current,,,64679-0961-05,not available
2405,Azithromycin Tablets,Wockhardt,250 mg 30T (NDC 64679-961-01),Reverified,4/23/20,Unavailable,,,Requirements related to complying with good manufacturing practices & demand increase for the drug,Anti-Infective,Current,,,64679-961-01,not available
2406,Azithromycin Tablets,Wockhardt,250 mg Unit dose package of 100  (NDC 64679-961-02),Reverified,4/23/20,Unavailable,,,Requirements related to complying with good manufacturing practices & demand increase for the drug,Anti-Infective,Current,,,64679-961-02,not available
2407,Azithromycin Tablets,Wockhardt,250 mg Cartons of 3 blister cards (6 tablets per blister card) (NDC 64679-961-05),Reverified,4/23/20,Unavailable,,,Requirements related to complying with good manufacturing practices & demand increase for the drug,Anti-Infective,Current,,,64679-961-05,not available
2408,Azithromycin Tablets,Wockhardt,250 mg 500-ct bottle (NDC 64679-961-07),Reverified,4/23/20,Unavailable,,,Requirements related to complying with good manufacturing practices & demand increase for the drug,Anti-Infective,Current,,,64679-961-07,not available
2409,Azithromycin Tablets,Wockhardt,"500 mg 500 mg, 30T (NDC 64679-0964-01)",Reverified,4/23/20,Unavailable,,,Requirements related to complying with good manufacturing practices & demand increase for the drug,Anti-Infective,Current,,,64679-0964-01,not available
2410,Azithromycin Tablets,Wockhardt,"500 mg 500 mg, 3X3T (NDC 64679-0964-05)",Reverified,4/23/20,Unavailable,,,Requirements related to complying with good manufacturing practices & demand increase for the drug,Anti-Infective,Current,,,64679-0964-05,not available
2411,Azithromycin Tablets,Wockhardt,500 mg Unit dose package of 100  (NDC 64679-964-02),Reverified,4/23/20,Unavailable,,,Requirements related to complying with good manufacturing practices & demand increase for the drug,Anti-Infective,Current,,,64679-964-02,not available
2412,Azithromycin Tablets,Wockhardt,500 mg Cartons of 3 blister cards (3 tablets per blister card) (NDC 64679-964-05),Reverified,4/23/20,Unavailable,,,Requirements related to complying with good manufacturing practices & demand increase for the drug,Anti-Infective,Current,,,64679-964-05,not available
2413,Azithromycin Tablets,Wockhardt,500 mg 500-ct bottle (NDC 64679-964-07),Reverified,4/23/20,Unavailable,,,Requirements related to complying with good manufacturing practices & demand increase for the drug,Anti-Infective,Current,,,64679-964-07,not available
2414,Azithromycin Tablets,Wockhardt,600 mg Bottles of 30 (NDC 64679-962-01),Reverified,4/23/20,Unavailable,,,Requirements related to complying with good manufacturing practices & demand increase for the drug,Anti-Infective,Current,,,64679-962-01,not available
2415,Azithromycin Tablets,Bionpharma Inc.,250 mg bottles of 30 (NDC 69452-171-13),Revised,8/20/20,Available,,,,Anti-Infective,Current,,,69452-171-13,available
2416,Azithromycin Tablets,Bionpharma Inc.,250 mg Carton of 6 (1 Card of 6 Tablets) (NDC 69452-171-04),Revised,8/20/20,Available,,,,Anti-Infective,Current,,,69452-171-04,available
2417,Azithromycin Tablets,Bionpharma Inc.,250 mg Carton of 18 (3 Cards of 6 Tablets) (NDC 69452-171-73),Revised,8/20/20,Available,,,,Anti-Infective,Current,,,69452-171-73,available
2418,Azithromycin Tablets,Bionpharma Inc.,500 mg bottles of 30 (NDC 69452-172-13),Revised,8/20/20,Available,,,,Anti-Infective,Current,,,69452-172-13,available
2419,Azithromycin Tablets,Bionpharma Inc.,500 mg Carton of 3 (1 Card of 3 Tablets) (NDC 69452-172-74),Revised,8/20/20,Available,,,,Anti-Infective,Current,,,69452-172-74,available
2420,Azithromycin Tablets,Bionpharma Inc.,500 mg Carton of 9 (3 Cards of 3 Tablets) (NDC 69452-172-72),Revised,8/20/20,Available,,,,Anti-Infective,Current,,,69452-172-72,available
2421,Azithromycin Tablets,Alembic Pharmaceuticals,250 mg bottles of 30 (NDC 62332-251-30),Revised,8/21/20,Available,,,Other,Anti-Infective,Current,,,62332-251-30,available
2422,Azithromycin Tablets,Alembic Pharmaceuticals,250 mg carton of 3 blister cards (6 tablets per blister card) (NDC 62332-251-06),Revised,8/21/20,Available,,,Other,Anti-Infective,Current,,,62332-251-06,available
2423,Azithromycin Tablets,Alembic Pharmaceuticals,500 mg bottle of 30 (NDC 62332-252-30),Revised,8/21/20,Available,,,Other,Anti-Infective,Current,,,62332-252-30,available
2424,Azithromycin Tablets,Alembic Pharmaceuticals,500 mg carton of 3 blister cards (3 tablets per blister card) (NDC 62332-252-03),Revised,8/21/20,Available,,,Other,Anti-Infective,Current,,,62332-252-03,available
2425,Azithromycin Tablets,HEC Pharm USA Inc.,500 mg carton of 1 blister card (3 tablets per blister card) (NDC 0527-2750-17),New,4/22/20,Available,"HEC and its distributor Lannett Company, Inc. in conjunction with FDA has initiated a temporary importation of German approved Azithromycin tablets into the U.S. market to address drug shortage. To place an order, please contact Lannett at (215) 333-9000.",,,Anti-Infective,Current,,,0527-2750-17,available
2426,Azithromycin Tablets,Aurobindo Pharma,500mg 1x3 Blister Pack/Carton (NDC 65862064264),Revised,8/20/20,Available,,,,Anti-Infective,Current,,,65862064264,available
2427,Azithromycin Tablets,Lupin,250 mg Bottle of 30’s (NDC 6818016006),Reverified,10/2/20,Available,,,,Anti-Infective,Current,,,6818016006,available
2428,Azithromycin Tablets,Lupin,500 mg Carton of 3 Blister Cards (3 Tablets per Blister Card) (NDC 6818016113),Reverified,10/2/20,Available,,,,Anti-Infective,Current,,,6818016113,available
2429,Azithromycin Tablets,Lupin,"Azithromycin Tablets, 500 mg Bottle of 30's (NDC 6818016106)",Reverified,10/2/20,Available,,,,Anti-Infective,Current,,,6818016106,available
2430,Azithromycin Tablets,Lupin,"Azithromycin Tablets, 600 mg Bottle of 30’s (NDC 6818016206)",Reverified,10/2/20,Available,,,,Anti-Infective,Current,,,6818016206,available
2431,Azithromycin Tablets,Aurobindo Pharma,250mg 30 count bottles (NDC 65862064130),Reverified,10/2/20,Available,,,,Anti-Infective,Current,,,65862064130,available
2432,Azithromycin Tablets,Aurobindo Pharma,250mg 1x6 Blister Pack/ Carton (NDC 65862064169),Reverified,10/2/20,Available,,,,Anti-Infective,Current,,,65862064169,available
2433,Azithromycin Tablets,Aurobindo Pharma,500mg 3x3 Blister Pack/ Carton (NDC 65862064290),Revised,8/20/20,Available,,,,Anti-Infective,Current,,,65862064290,available
2434,Azithromycin Tablets,Aurobindo Pharma,500mg 30 count bottles (NDC 65862064230),Revised,8/20/20,Available,,,,Anti-Infective,Current,,,65862064230,available
2435,Bacitracin Ophthalmic Ointment,Perrigo Pharmaceuticals,Bacitracin Ophthalmic Ointment 3.5 g (NDC 0574-4022-35),Revised,4/29/20,,,Available,,Ophthalmology,Resolved,4/29/20,,0574-4022-35,
2436,Belatacept (Nulojix) Lyophilized Powder for Injection,Bristol Myers Squibb Co.,20cc vial 250mg lyophilized powder per vial for IV infusion (NDC 0003-0371-13),Reverified,12/16/19,"No disruption to existing patients is anticipated. Until further notice, BMS will continue to limit distribution of NULOJIX via the US NULOJIX Distribution Program, initiated 15-Feb-2017. Starting in August 2018, the restrictions of the NDP will be eased to allow for expansion of use to appropriate new patients if the treating physician determines that Nulojix is the best treatment option for the patient.  For further information, contact BMS Medical Information.",Increased demand for the drug exacerbated by a delay in transition to a more efficient manufacturing process.,,Demand increase for the drug,Transplant,Current,,,0003-0371-13,limited availability
