Generic Name,Company Name, Contact Info, Presentation, Type of Update,Date of Update, Availability Information, Related Information, Resolved Note, Reason for Shortage, Therapeutic Category, Status, Change Date, Date Discontinued, Initial Posting Date, Generic Name Note, Generic Name Link , Company Info Link, Availability Link, Related Info Link,   Resolved Note Link, Discontinued Note Link
"Hydromorphone Hydrochloride Injection, USP","Hospira, Inc.",844-646-4398,2 mg/1 mL (2 mg/mL); Single Dose Glass Fliptop Vial (NDC 00409-3365-01),Reverified,1/12/2021,Available,"
","
",Other,Analgesia/Addiction,Current,"
","
",10/31/2017,"
","
","
","
","
","
","
"
"Hydromorphone Hydrochloride Injection, USP","Hospira, Inc.",844-646-4398,10 mg/mL (10 mg/mL); Single Dose Glass Fliptop Vial (NDC 00409-2634-01),Reverified,1/12/2021,Available,"
","
",Other,Analgesia/Addiction,Current,"
","
",10/31/2017,"
","
","
","
","
","
","
"
"Hydromorphone Hydrochloride Injection, USP","Hospira, Inc.",844-646-4398,50 mg/5 mL (10 mg/mL); Single Dose Glass Fliptop Vial (NDC 00409-2634-05),Reverified,1/12/2021,Available,"
","
",Other,Analgesia/Addiction,Current,"
","
",10/31/2017,"
","
","
","
","
","
","
"
"Hydromorphone Hydrochloride Injection, USP","Hospira, Inc.",844-646-4398,500 mg/50 mL (10 mg/mL); Single Dose Glass Fliptop Vial (NDC 00409-2634-50),Reverified,1/12/2021,Available,"
","
",Other,Analgesia/Addiction,Current,"
","
",10/31/2017,"
","
","
","
","
","
","
"
"Hydromorphone Hydrochloride Injection, USP",Akorn Pharmaceuticals,800-932-5676,"10 mg/mL, 1 mL ampule, 10 count (NDC 17478-0540-01)",Revised,12/8/2020,Available,"
","
","
",Analgesia/Addiction,Current,"
","
",10/31/2017,"
","
","
","
","
","
","
"
"Hydromorphone Hydrochloride Injection, USP",Akorn Pharmaceuticals,800-932-5676,"10 mg/mL, 5 mL ampule, 10 count (NDC 17478-0540-05)",Revised,12/8/2020,Available,"
","
",Demand increase for the drug,Analgesia/Addiction,Current,"
","
",10/31/2017,"
","
","
","
","
","
","
"
"Hydromorphone Hydrochloride Injection, USP",Akorn Pharmaceuticals,800-932-5676,"10 mg/mL, 50 mL vial, 10 count (NDC 17478-0540-50)",Revised,12/8/2020,Available,"
","
",Demand increase for the drug,Analgesia/Addiction,Current,"
","
",10/31/2017,"
","
","
","
","
","
","
"
Hydroxychloroquine Sulfate Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"200 mg, 100 count bottle (NDC 0378-0373-01)",Revised,6/26/2020,"
","
",Available,"
",Anti-Infective;Other;Rheumatology,Resolved,6/26/2020,"
",3/31/2020,"
","
","
","
","
","
","
"
Hydroxychloroquine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,"200 mg, 500 count bottle (NDC 0591-3041-05)",New,12/7/2020,"
",Teva made a business decision to discontinue this product.,"
","
",Anti-Infective;Rheumatology,To be Discontinued,12/7/2020,12/7/2020,12/7/2020,"
","
","
","
","
","
","
"
Hydroxyprogesterone Caproate Injection,AuroMedics Pharma LLC (mfd. by Eugia Pharmaceutical Specialities Ltd.),888-238-7880,Hydroxyprogesterone Caproate Injection USP 250 mg/1 mL single-dose vial (NDC 55150-309-01),Revised,8/2/2019,"
","
","
","
",Reproductive,Resolved,8/2/2019,"
",1/25/2019,"
","
","
","
","
","
","
"
Hydroxyprogesterone Caproate Injection,AuroMedics Pharma LLC (mfd. by Eugia Pharmaceutical Specialities Ltd.),888-238-7880,"Hydroxyprogesterone Caproate Injection USP 1,250 mg/5 mL multiple-dose vial (NDC 55150-310-01)",Revised,8/2/2019,"
","
","
","
",Reproductive,Resolved,8/2/2019,"
",1/25/2019,"
","
","
","
","
","
","
"
Hydroxyprogesterone Caproate Injection,Slayback Pharma,844-566-2505,Hydroxyprogesterone Caproate Injection 250 mg/ 1 ml (NDC 71225-105-01),Revised,8/2/2019,"
","
","
","
",Reproductive,Resolved,8/2/2019,"
",1/25/2019,"
","
","
","
","
","
","
"
Hydroxyprogesterone Caproate Injection,American Regent/Luitpold,800-645-1706,"Hydroxyprogesterone Caproate Injection, USP 250mg/mL 1mL Single Dose Vial (NDC 0517-1767-01)",Revised,8/2/2019,"
","
","
","
",Reproductive,Resolved,8/2/2019,"
",1/25/2019,"
","
","
","
","
","
","
"
Hydroxyprogesterone Caproate Injection,Slayback Pharma,844-566-2505,"Hydroxyprogesterone Caproate Injection, USP 1,250 mg/ 5 ml (NDC 71225-104-01)",Revised,8/2/2019,"
","
","
","
",Reproductive,Resolved,8/2/2019,"
",1/25/2019,"
","
","
","
","
","
","
"
Hydroxyprogesterone Caproate Injection,"AMAG Pharmaceuticals, Inc.",800-847-3418,Single dose auto-injector 1.1mL for subcutaneous injection: (NDC 64011-247-02),Revised,8/2/2019,"
","
","
","
",Reproductive,Resolved,8/2/2019,"
",1/25/2019,"
","
","
","
","
","
","
"
Hydroxyprogesterone Caproate Injection,"AMAG Pharmaceuticals, Inc.",800-847-3418,Single-dose vial 1mL for intramuscular injection: (NDC 66993-038-01),Revised,8/2/2019,"
","
","
","
",Reproductive,Resolved,8/2/2019,"
",1/25/2019,"
","
","
","
","
","
","
"
Hydroxyprogesterone Caproate Injection,"AMAG Pharmaceuticals, Inc.",800-847-3418,Multi-dose vial 5mL for intramuscular injection: (NDC 64011-243-01),Revised,8/2/2019,"
","
","
","
",Reproductive,Resolved,8/2/2019,"
",1/25/2019,"
","
","
","
","
","
","
"
Hydroxyprogesterone Caproate Injection,Prasco Laboratories,866-525-0688,Single-dose vial 1mL for intramuscular injection: (NDC 66993-038-01),Revised,8/2/2019,"
","
","
","
",Reproductive,Resolved,8/2/2019,"
",1/29/2019,"
","
","
","
","
","
","
"
Hydroxypropyl (Lacrisert) Cellulose Ophthalmic Insert,"Bausch Health Americas, Inc.",800-321-4576,"Lacrisert, 5 mg per ophthalmic insert, 60 unit dose blister pack (NDC 24208-800-60)",Revised,1/4/2021,"Product is on back order, estimated release not sooner than the middle February 2021.",Product is on back order due to manufacturing interruptions.,"
",Other,Ophthalmology,Current,"
","
",5/1/2020,"
","
","
","
","
","
","
"
Hydroxyzine Pamoate Oral Capsules,Teva Pharmaceuticals,800-545-8800,100 mg 100 count (NDC 0555-0324-02),Reverified,1/5/2021,Available,"
","
",Other,Psychiatry,Current,"
","
",3/12/2019,"
","
","
","
","
","
","
"
Hydroxyzine Pamoate Oral Capsules,Teva Pharmaceuticals,800-545-8800,25 mg 100 count (NDC 0555-0323-02),Reverified,1/5/2021,Available,"
","
",Other,Psychiatry,Current,"
","
",3/12/2019,"
","
","
","
","
","
","
"
Hydroxyzine Pamoate Oral Capsules,Teva Pharmaceuticals,800-545-8800,25 mg 500 count (NDC 0555-0323-04),Reverified,1/5/2021,Available,"
","
",Other,Psychiatry,Current,"
","
",3/12/2019,"
","
","
","
","
","
","
"
Hydroxyzine Pamoate Oral Capsules,Teva Pharmaceuticals,800-545-8800,50 mg 100 count (NDC 0555-0302-02),Reverified,1/5/2021,Available,"
","
",Other,Psychiatry,Current,"
","
",3/12/2019,"
","
","
","
","
","
","
"
Hydroxyzine Pamoate Oral Capsules,Teva Pharmaceuticals,800-545-8800,50 mg 500 count (NDC 0555-0302-04),Reverified,1/5/2021,Available,"
","
",Other,Psychiatry,Current,"
","
",3/12/2019,"
","
","
","
","
","
","
"
Hydroxyzine Pamoate Oral Capsules,Sandoz,800-525-8747,25 mg 100 count (NDC 0185-0674-01),Reverified,1/5/2021,Supply Available,"
","
",Demand increase for the drug,Psychiatry,Current,"
","
",3/12/2019,"
","
","
","
","
","
","
"
Hydroxyzine Pamoate Oral Capsules,Sandoz,800-525-8747,25 mg 500 count (NDC 0185-0674-05),Reverified,1/5/2021,Supply Available,"
","
",Demand increase for the drug,Psychiatry,Current,"
","
",3/12/2019,"
","
","
","
","
","
","
"
Hydroxyzine Pamoate Oral Capsules,Impax Laboratories,877-835-5472,Hydroxyzine Pamoate 25mg Cap 100ct (NDC 00115-1803-01),Revised,12/8/2020,Available,"
","
",Other,Psychiatry,Current,"
","
",3/12/2019,"
","
","
","
","
","
","
"
Hydroxyzine Pamoate Oral Capsules,Impax Laboratories,877-835-5472,Hydroxyzine Pamoate 25mg Cap 500ct (NDC 00115-1803-02),Revised,12/8/2020,Available,"
","
",Other,Psychiatry,Current,"
","
",3/12/2019,"
","
","
","
","
","
","
"
Hydroxyzine Pamoate Oral Capsules,Impax Laboratories,877-835-5472,Hydroxyzine Pamoate 50mg Cap 100ct (NDC 00115-1804-01),Revised,12/8/2020,Available,"
","
",Other,Psychiatry,Current,"
","
",3/12/2019,"
","
","
","
","
","
","
"
Hydroxyzine Pamoate Oral Capsules,Impax Laboratories,877-835-5472,Hydroxyzine Pamoate 50mg Cap 500ct (NDC 00115-1804-02),Revised,12/8/2020,Available,"
","
",Other,Psychiatry,Current,"
","
",3/12/2019,"
","
","
","
","
","
","
"
Hydroxyzine Pamoate Oral Capsules,Heritage Pharma,855-228-9470,Hydroxyzine Pamoate Caps 25 mg 100 count (NDC 14539-674-01),Reverified,11/6/2020,Available,"
","
","
",Psychiatry,Current,"
","
",3/12/2019,"
","
","
","
","
","
","
"
Hydroxyzine Pamoate Oral Capsules,Heritage Pharma,855-228-9470,Hydroxyzine Pamoate Caps 25 mg 500 count (NDC 14539-674-05),Reverified,11/6/2020,Available,"
","
","
",Psychiatry,Current,"
","
",3/12/2019,"
","
","
","
","
","
","
"
Hydroxyzine Pamoate Oral Capsules,Heritage Pharma,855-228-9470,Hydroxyzine Pamoate Caps 50 mg 100 count (NDC 14539-675-01),Reverified,11/6/2020,Available,"
","
","
",Psychiatry,Current,"
","
",3/12/2019,"
","
","
","
","
","
","
"
Hydroxyzine Pamoate Oral Capsules,Heritage Pharma,855-228-9470,Hydroxyzine Pamoate Caps 50 mg 500 count (NDC 14539-675-05),Reverified,11/6/2020,Available,"
","
","
",Psychiatry,Current,"
","
",3/12/2019,"
","
","
","
","
","
","
"
Hydroxyzine Pamoate Oral Capsules,Pfizer Pharmaceuticals,800-533-4535,Vistaril (Hydroxyzine Pamoate Oral Capsules) 25 mg Capsules; 100 count bottle (NDC 0069-5410-66),Reverified,1/12/2021,Next delivery and Estimated recovery: March 2021,Shortage per manufacturer: Manufacturing Delay,"
",Other,Psychiatry,Current,"
","
",3/12/2019,"
","
","
","
","
","
","
"
Hydroxyzine Pamoate Oral Capsules,Pfizer Pharmaceuticals,800-533-4535,Vistaril (Hydroxyzine Pamoate Oral Capsules) 50 mg Capsules; 100 count bottle (NDC 0069-5420-66),Reverified,1/12/2021,Available,"
","
",Other,Psychiatry,Current,"
","
",3/12/2019,"
","
","
","
","
","
","
"
"Imipenem and Cilastatin for Injection, USP",Merck Sharp & Dohme Corp.,800-672-6372,500 mg  imipenem  equivalent  and  500 mg  cilastatin  equivalent  and  20 mg  sodium bicarbonate as a buffer in trays of 25 vials (NDC 0006-3516-59),Revised,12/18/2017,Product is available,"For additional information, please contact: Merck National Service Center at 1-800-672-6372","
",Demand increase for the drug,Anti-Infective,Current,"
","
",6/16/2015,"
","
","
","
","
","
","
"
"Imipenem and Cilastatin for Injection, USP","Fresenius Kabi USA, LLC",888-386-1300,"250 mg/250 mg per vial, single dose vial, sterile powder (NDC 63323-349-25)",Reverified,12/30/2020,Available,Check wholesalers for inventory,"
",Delay in shipping of the drug,Anti-Infective,Current,"
","
",5/22/2015,"
","
","
","
","
","
","
"
"Imipenem and Cilastatin for Injection, USP","Fresenius Kabi USA, LLC",888-386-1300,"500 mg/500 mg per vial, single dose vial, sterile powder (NDC  63323-322-25)",Reverified,12/30/2020,Available,Check wholesaler for inventory,"
",Delay in shipping of the drug,Anti-Infective,Current,"
","
",5/22/2015,"
","
","
","
","
","
","
"
Indacterol Maleate (Arcapta Neohaler) Inhalation Powder,Sunovion Pharmaceuticals Inc.,888-669-6682,75mcg  (NDCs 63402-675-06 and 63402-675-30),New,3/10/2020,"
","
","
","
",Pulmonary/Allergy,To be Discontinued,3/10/2020,3/10/2020,3/10/2020,"
","
","
","
","
","
","
"
Indacterol Maleate and Glycopyrrolate (Utibron Neohaler) Inhalation Powder,Sunovion Pharmaceuticals Inc.,888-669-6682,"15.6mcg; 27.5mcg  (NDCs 63402-681-06, 63402-681-12, and 63402-681-60)",New,3/10/2020,"
","
","
","
",Pulmonary/Allergy,To be Discontinued,3/10/2020,3/10/2020,3/10/2020,"
","
","
","
","
","
","
"
Indinavir (CRIXIVAN) Capsules,Merck Sharp & Dohme Corp.,800-672-6372,"400 mg capsules, unit-of-use bottles of 180 (with desiccant)(NDC 0006-0573-62)",New,3/31/2020,"
",To be discontinued on or near August 2020.,"
","
",Antiviral,To be Discontinued,3/31/2020,3/31/2020,3/31/2020,"
","
","
","
","
","
","
"
Indinavir (CRIXIVAN) Capsules,Merck Sharp & Dohme Corp.,800-672-6372,200 mg capsules (NDC 0006-0571-43),New,9/21/2020,"
","
","
","
",Antiviral,To be Discontinued,9/21/2020,9/21/2020,9/21/2020,"
","
","
","
","
","
","
"
Indomethacin Capsules,Mylan Pharmaceuticals Inc.,800-796-9526,"25 mg, 100s (NDC 0378-0143-01)",New,5/8/2018,"
",The discontinuation of this product is a business decision,"
","
",Analgesia/Addiction,To be Discontinued,5/8/2018,5/8/2018,5/8/2018,"
","
","
","
","
","
","
"
Indomethacin Capsules,Mylan Pharmaceuticals Inc.,800-796-9526,"25 mg, 1000s (NDC 0378-0143-10)",New,5/8/2018,"
",The discontinuation of this product is a business decision,"
","
",Analgesia/Addiction,To be Discontinued,5/8/2018,5/8/2018,5/8/2018,"
","
","
","
","
","
","
"
Indomethacin Capsules,Mylan Pharmaceuticals Inc.,800-796-9526,"50 mg, 100s (NDC 0378-0147-01)",New,5/8/2018,"
",The discontinuation of this product is a business decision,"
","
",Analgesia/Addiction,To be Discontinued,5/8/2018,5/8/2018,5/8/2018,"
","
","
","
","
","
","
"
Indomethacin Capsules,Mylan Pharmaceuticals Inc.,800-796-9526,"50 mg, 500s (NDC 0378-0147-05)",New,5/8/2018,"
",The discontinuation of this product is a business decision,"
","
",Analgesia/Addiction,To be Discontinued,5/8/2018,5/8/2018,5/8/2018,"
","
","
","
","
","
","
"
Ipratropium Bromide Inhalation Solution,Teva Pharmaceuticals,800-545-8800,"0.5 mg/2.5 mL  (NDCs 0591-3798-30, 0591-3798-60, and 0591-3798-83)",New,12/15/2020,"
","
","
","
",Pulmonary/Allergy,To be Discontinued,12/15/2020,12/15/2020,12/15/2020,"
","
","
","
","
","
","
"
Isoniazid Tablets,Teva Pharmaceuticals,800-545-8800,300 mg 1000 count (NDC 0555-0071-05),New,10/27/2020,"
",Teva made a business decision to discontinue the 1000 count presentation. The other presentations of Isoniazid Tablets product remain active.,"
","
",Anti-Infective,To be Discontinued,10/27/2020,10/27/2020,10/27/2020,"
","
","
","
","
","
","
"
Ketamine Injection,Par Pharmaceutical,201-802-4000,"10 mg/mL, 20 mL MDV (NDC 42023-113-10)",Revised,7/28/2020,Backordered due to increased demand.  Expected recovered date is September 2020.,"
","
",Demand increase for the drug,Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
Ketamine Injection,Par Pharmaceutical,201-802-4000,"100 mg/mL, 5 mL MDV (NDC 42023-115-10)",Revised,7/28/2020,Available,Please check wholesalers for supply,"
",Demand increase for the drug,Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
Ketamine Injection,Par Pharmaceutical,201-802-4000,"50 mg/mL, 10 mL MDV (NDC 42023-114-10)",Revised,7/28/2020,Available,Please check wholesalers for supply,"
",Demand increase for the drug,Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
Ketamine Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",800-631-2174,"100 mg/mL, 5 mL vial (NDC 0143-9509-10)",Revised,12/29/2020,Inventory is currently available.,Additional lots are scheduled to be manufactured. Product will be made available as it is released.,"
","
",Anesthesia,Current,"
","
",2/28/2018,"
","
","
","
","
","
","
"
Ketamine Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",800-631-2174,"50 mg/mL, 10 mL vial (NDC 0143-9508-10)",Revised,12/29/2020,Inventory is currently available.,Additional lots are scheduled to be manufactured. Product will be made available as it is released.,"
",Demand increase for the drug,Anesthesia,Current,"
","
",2/28/2018,"
","
","
","
","
","
","
"
Ketamine Injection,Mylan Institutional,800-RXMYLAN (1-800-796- 9526),200 mg / 20 mL (NDC 67457-181-20),Reverified,1/8/2021,Available,"
","
",Demand increase for the drug,Anesthesia,Current,"
","
",2/16/2018,"
","
","
","
","
","
","
"
Ketamine Injection,Mylan Institutional,800-RXMYLAN (1-800-796- 9526),500 mg / 10 mL (NDC 67457-001-10),Reverified,1/8/2021,Available,"
","
",Demand increase for the drug,Anesthesia,Current,"
","
",2/16/2018,"
","
","
","
","
","
","
"
Ketamine Injection,Mylan Institutional,800-RXMYLAN (1-800-796- 9526),1000 mg / 10 mL (NDC 67457-108-10),Reverified,1/8/2021,Available,"
","
",Demand increase for the drug,Anesthesia,Current,"
","
",2/16/2018,"
","
","
","
","
","
","
"
Ketamine Injection,"Hospira, Inc.",844-646-4398,500 mg/5 mL (100 mg/mL); Multiple Dose Glass Fliptop Vial (NDC 00409-2051-05),Reverified,1/12/2021,Available,"
","
",Other,Anesthesia,Current,"
","
",2/16/2018,"
","
","
","
","
","
","
"
Ketamine Injection,"Hospira, Inc.",844-646-4398,500 mg/10 mL (50 mg/mL); Multiple Dose Glass Fliptop Vial (NDC 00409-2053-10),Reverified,1/12/2021,Next Delivery and Estimated Recovery: January 2021,"
","
",Demand increase for the drug,Anesthesia,Current,"
","
",2/16/2018,"
","
","
","
","
","
","
"
Ketoprofen Capsules,Mylan Pharmaceuticals Inc.,800-796-9526,"200 mg Extended-Release Capsules, bottle of 100 (NDC 0378-8200-01)",Reverified,1/8/2021,Available,"
","
",Other,Analgesia/Addiction;Rheumatology,Current,12/23/2016,"
",9/19/2016,"
","
","
","
","
","
","
"
Ketoprofen Capsules,"Avet Pharmaceuticals, Inc. (formerly Heritage Pharma)",855-228-9470,"25 mg, 1000 count bottle (NDC 23155-020-10)",New,11/25/2019,"
",Avet is no longer marketing the 25 mg strength,"
","
",Analgesia/Addiction;Rheumatology,To be Discontinued,11/25/2019,11/25/2019,1/2/2019,"
","
","
","
","
","
","
"
Ketoprofen Capsules,"Avet Pharmaceuticals, Inc. (formerly Heritage Pharma)",855-228-9470,"25 mg, 100 count bottle (NDC 69336-127-10)",Reverified,9/28/2020,Available,"Marketed by Sterling Knight Pharmaceuticals, LLC. Contact information: 662-661-3232.","
","
",Analgesia/Addiction;Rheumatology,Current,"
","
",1/2/2019,"
","
","
","
","
","
","
"
Ketoprofen Capsules,"Avet Pharmaceuticals, Inc. (formerly Heritage Pharma)",855-228-9470,"25 mg, 1000 count bottle (NDC 69336-127-11)",Reverified,9/28/2020,Available,"Marketed by Sterling Knight Pharmaceuticals, LLC. Contact information: 662-661-3232.","
","
",Analgesia/Addiction;Rheumatology,Current,"
","
",1/2/2019,"
","
","
","
","
","
","
"
Ketoprofen Capsules,"Avet Pharmaceuticals, Inc. (formerly Heritage Pharma)",855-228-9470,"25 mg, 100 count bottle (NDC 23155-020-01)",Reverified,9/28/2020,Unavailable - Discontinuation of the manufacture of the drug,"
","
","
",Analgesia/Addiction;Rheumatology,Current,"
","
",1/2/2019,"
","
","
","
",https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Ketoprofen+Capsules&st=d&tab=tabs-4&panels=1,"
","
"
Ketoprofen Capsules,"Avet Pharmaceuticals, Inc. (formerly Heritage Pharma)",855-228-9470,"25 mg, 1000 count bottle (NDC 23155-020-10)",Reverified,9/28/2020,Unavailable - Discontinuation of the manufacture of the drug,"
","
","
",Analgesia/Addiction;Rheumatology,Current,"
","
",1/2/2019,"
","
","
","
",https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Ketoprofen+Capsules&st=d&tab=tabs-4&panels=1,"
","
"
Ketoprofen Capsules,"Avet Pharmaceuticals, Inc. (formerly Heritage Pharma)",855-228-9470,"25 mg, 100 count bottle (NDC 23155-020-01)",New,11/25/2019,"
",Avet is no longer marketing the 25 mg strength,"
","
",Analgesia/Addiction;Rheumatology,To be Discontinued,11/25/2019,11/25/2019,1/2/2019,"
","
","
","
","
","
","
"
Ketoprofen Capsules,Teva Pharmaceuticals,800-545-8800,"50 mg, 100 count bottle (NDC 0093-3193-01)",Reverified,1/5/2021,Unavailable,This was a business-related decision to discontinue manufacturing these products,"
",Discontinuation of the manufacture of the drug,Analgesia/Addiction;Rheumatology,Current,"
","
",8/3/2018,"
","
","
","
",https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Ketoprofen+Capsules&st=d&tab=tabs-2,"
","
"
Ketoprofen Capsules,Teva Pharmaceuticals,800-545-8800,"75 mg, 100 count bottle (NDC 0093-3195-01)",Reverified,1/5/2021,Unavailable,This was a business-related decision to discontinue manufacturing these products,"
",Discontinuation of the manufacture of the drug,Analgesia/Addiction;Rheumatology,Current,"
","
",8/3/2018,"
","
","
","
",https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Ketoprofen+Capsules&st=d&tab=tabs-2,"
","
"
