id,generic_name,company_name,presentation,update_type,update_date,availability,related_info,resolved_note,reason_for_shortage,therapeutic_category,status,change_date,date_discontinued
13926,Dexamethasone Sodium Phosphate Injection,"Somerset Therapeutics, LLC","Dexamethasone Sodium Phosphate Preservative Free, Injection, 10 mg/1 mL (NDC 70069-021-25)",Reverified,8/19/25,Available,,,,Dermatology; Endocrinology/Metabolism; Gastroenterology; Hematology; Neurology; Oncology; Ophthalmology; Other; Pulmonary/Allergy; Rheumatology,Current,,
13927,Dexamethasone Sodium Phosphate Injection,"Fresenius Kabi USA, LLC","Dexamethasone Sodium Phosphate, Injection, 4 mg/1 mL (NDC 63323-165-05)",Reverified,9/2/25,Available,Check wholesalers for inventory.,,,Dermatology; Endocrinology/Metabolism; Gastroenterology; Hematology; Neurology; Oncology; Ophthalmology; Other; Pulmonary/Allergy; Rheumatology,Current,,
13928,Dexamethasone Sodium Phosphate Injection,"Fresenius Kabi USA, LLC","Dexamethasone Sodium Phosphate, Injection, 10 mg/1 mL (NDC 63323-516-10)",Reverified,9/2/25,Available,Check wholesalers for inventory,,,Dermatology; Endocrinology/Metabolism; Gastroenterology; Hematology; Neurology; Oncology; Ophthalmology; Other; Pulmonary/Allergy; Rheumatology,Current,,
13929,Dexamethasone Sodium Phosphate Injection,"Fresenius Kabi USA, LLC","Dexamethasone Sodium Phosphate, Injection, 4 mg/1 mL (NDC 63323-165-30)",Reverified,9/2/25,Available,Check wholesalers for inventory,,,Dermatology; Endocrinology/Metabolism; Gastroenterology; Hematology; Neurology; Oncology; Ophthalmology; Other; Pulmonary/Allergy; Rheumatology,Current,,
13930,Dexamethasone Sodium Phosphate Injection,"Fresenius Kabi USA, LLC","Dexamethasone Sodium Phosphate, Injection, 4 mg/1 mL (NDC 63323-165-01)",Reverified,9/2/25,Available,Check wholesalers for inventory.,,,Dermatology; Endocrinology/Metabolism; Gastroenterology; Hematology; Neurology; Oncology; Ophthalmology; Other; Pulmonary/Allergy; Rheumatology,Current,,
13931,Dexamethasone Sodium Phosphate Injection,"Fresenius Kabi USA, LLC","Dexamethasone Sodium Phosphate Preservative Free, Injection, 10 mg/1 mL (NDC 63323-506-01)",Reverified,9/2/25,Available,Check wholesalers for inventory,,,Dermatology; Endocrinology/Metabolism; Gastroenterology; Hematology; Neurology; Oncology; Ophthalmology; Other; Pulmonary/Allergy; Rheumatology,Current,,
13932,Dexamethasone Sodium Phosphate Injection,"Hikma Pharmaceuticals USA, Inc.","Dexamethasone Sodium Phosphate, Injection, 4 mg/1 mL (NDC 0641-6145-25)",Revised,7/23/25,Available,Currently available.  Additional product will be made available as it is released.,,,Dermatology; Endocrinology/Metabolism; Gastroenterology; Hematology; Neurology; Oncology; Ophthalmology; Other; Pulmonary/Allergy; Rheumatology,Current,,
13933,Dexamethasone Sodium Phosphate Injection,"Hikma Pharmaceuticals USA, Inc.","Dexamethasone Sodium Phosphate, Injection, 4 mg/1 mL (NDC 0641-6146-25)",Reverified,7/23/25,Unavailable,Additional lots will be available in the April 2025 timeframe.  Product will be made available as it is released.,,Demand increase for the drug,Dermatology; Endocrinology/Metabolism; Gastroenterology; Hematology; Neurology; Oncology; Ophthalmology; Other; Pulmonary/Allergy; Rheumatology,Current,,
13934,Dexamethasone Sodium Phosphate Injection,"Hikma Pharmaceuticals USA, Inc.","Dexamethasone Sodium Phosphate, Injection, 10 mg/1 mL (NDC 0641-0367-25)",Reverified,7/23/25,Available,Currently available.  Additional product will be made available as it is released.,,,Dermatology; Endocrinology/Metabolism; Gastroenterology; Hematology; Neurology; Oncology; Ophthalmology; Other; Pulmonary/Allergy; Rheumatology,Current,,
13935,Dexmedetomidine Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc.","Dexmedetomidine Hydrochloride, Injection, 100 ug/1 mL (NDC 0143-9532-25)",Reverified,7/23/25,Unavailable,Shortage duration is unknown at this time.,,Demand increase for the drug,Anesthesia,Current,,
13936,Dexmedetomidine Hydrochloride Injection,"Par Pharmaceutical, Inc.","Dexmedetomidine Hydrochloride, Injection, 4 ug/1 mL (NDC 42023-186-20)",Reverified,9/2/25,Available,Please check wholesalers for inventory,,,Anesthesia,Current,,
13937,Dexmedetomidine Hydrochloride Injection,"Par Pharmaceutical, Inc.","Dexmedetomidine Hydrochloride, Injection, 4 ug/1 mL (NDC 42023-187-10)",Reverified,9/2/25,Available,Please check wholesalers for inventory,,,Anesthesia,Current,,
13938,Dexmedetomidine Hydrochloride Injection,"Mylan Institutional, a Viatris Company","Dexmedetomidine Hydrochloride, Injection, 200 ug/50 mL (NDC 67457-924-50)",Reverified,9/3/25,Available,,,,Anesthesia,Current,,
13939,Dexmedetomidine Hydrochloride Injection,"Mylan Institutional, a Viatris Company","Dexmedetomidine Hydrochloride, Injection, 400 ug/100 mL (NDC 67457-925-10)",Reverified,9/3/25,Available,,,,Anesthesia,Current,,
13940,Dexmedetomidine Hydrochloride Injection,Amneal Pharmaceuticals,"Dexmedetomidine Hydrochloride, Injection, 4 ug/1 mL (NDC 70121-1388-8)",Reverified,6/27/25,Available,,,,Anesthesia,Current,,
13941,Dexmedetomidine Hydrochloride Injection,Amneal Pharmaceuticals,"Dexmedetomidine Hydrochloride, Injection, 4 ug/1 mL (NDC 70121-1389-7)",Reverified,6/27/25,Available,,,,Anesthesia,Current,,
13942,Dexmedetomidine Hydrochloride Injection,Eugia US LLC,"Dexmedetomidine Hydrochloride, Injection, 4 ug/1 mL (NDC 55150-296-10)",Reverified,8/21/25,Available,Check wholesalers for inventory,,,Anesthesia,Current,,
13943,Dexmedetomidine Hydrochloride Injection,Eugia US LLC,"Dexmedetomidine Hydrochloride, Injection, 4 ug/1 mL (NDC 55150-297-10)",Reverified,8/21/25,Available,Check wholesalers for inventory,,,Anesthesia,Current,,
13944,Dexmedetomidine Hydrochloride Injection,Accord Healthcare Inc.,"Dexmedetomidine Hydrochloride, Injection, 100 ug/1 mL (NDC 16729-239-93)",Reverified,8/19/25,Unavailable,,,Requirements related to complying with good manufacturing practices,Anesthesia,Current,,
13945,Dexmedetomidine Hydrochloride Injection,Accord Healthcare Inc.,"Dexmedetomidine Hydrochloride, Injection, 100 ug/1 mL (NDC 16729-432-93)",Reverified,8/19/25,Unavailable,Discontinuation of the manufacture of the drug,,Discontinuation of the manufacture of the drug,Anesthesia,Current,,
13946,Dexmedetomidine Hydrochloride Injection,Eugia US LLC,"Dexmedetomidine Hydrochloride, Injection, 100 ug/1 mL (NDC 55150-209-02)",Reverified,8/21/25,Available,Check wholesalers for inventory,,,Anesthesia,Current,,
13947,Dexmedetomidine Hydrochloride Injection,Baxter Healthcare,"Dexmedetomidine Hydrochloride, Injection, 200 ug/50 mL (NDC 0338-9555-24)",Reverified,9/3/25,Available,,,,Anesthesia,Current,,
13948,Dexmedetomidine Hydrochloride Injection,Baxter Healthcare,"Dexmedetomidine Hydrochloride, Injection, 400 ug/100 mL (NDC 0338-9557-12)",Revised,9/3/25,Limited Availability,Recovery in November 2025,,Demand increase for the drug,Anesthesia,Current,,
13949,Dexmedetomidine Hydrochloride Injection,Baxter Healthcare,"Dexmedetomidine Hydrochloride, Injection, 200 ug/50 mL (NDC 43066-555-24)",Reverified,9/3/25,Available,,,,Anesthesia,Current,,
13950,Dexmedetomidine Hydrochloride Injection,Baxter Healthcare,"Dexmedetomidine Hydrochloride, Injection, 400 ug/100 mL (NDC 43066-557-12)",Reverified,9/3/25,Available,,,,Anesthesia,Current,,
13951,Dexmedetomidine Hydrochloride Injection,"Fresenius Kabi USA, LLC","Dexmedetomidine Hydrochloride, Injection, 4 ug/1 mL (NDC 63323-671-20)",Reverified,9/2/25,Unavailable,Not available at this time.,,Other,Anesthesia,Current,,
13952,Dexmedetomidine Hydrochloride Injection,"Fresenius Kabi USA, LLC","Dexmedetomidine Hydrochloride, Injection, 4 ug/1 mL (NDC 63323-671-50)",Reverified,9/2/25,Unavailable,Not available at this time.,,Delay in shipping of the drug,Anesthesia,Current,,
13953,Dexmedetomidine Hydrochloride Injection,"Fresenius Kabi USA, LLC","Dexmedetomidine Hydrochloride, Injection, 4 ug/1 mL (NDC 63323-671-00)",Reverified,9/2/25,Unavailable,Not available at this time.,,Delay in shipping of the drug,Anesthesia,Current,,
13954,Dexmedetomidine Hydrochloride Injection,"Fresenius Kabi USA, LLC","Dexmedetomidine Hydrochloride, Injection, 100 ug/1 mL (NDC 63323-421-02)",Reverified,9/2/25,Available,Short-dated supply (8 months from expiry) available upon request. Check wholesaler for inventory.,,,Anesthesia,Current,,
13955,Dexmedetomidine Hydrochloride Injection,HQ Specialty Pharma,"Dexmedetomidine Hydrochloride, Injection, 100 ug/1 mL (NDC 44567-600-04)",Reverified,7/16/25,Available,Marketed by WG Critical Care,,,Anesthesia,Current,,
13956,Dexmedetomidine Hydrochloride Injection,HQ Specialty Pharma,"Dexmedetomidine Hydrochloride, Injection, 100 ug/1 mL (NDC 44567-601-04)",Reverified,7/16/25,Available,Marketed by WG Critical Care,,,Anesthesia,Current,,
13957,Dexmedetomidine Hydrochloride Injection,HQ Specialty Pharma,"Dexmedetomidine Hydrochloride, Injection, 4 ug/1 mL (NDC 44567-602-24)",Reverified,7/16/25,Available,Marketed by WG Critical Care,,,Anesthesia,Current,,
13958,Dexmedetomidine Hydrochloride Injection,HQ Specialty Pharma,"Dexmedetomidine Hydrochloride, Injection, 4 ug/1 mL (NDC 44567-603-24)",Reverified,7/16/25,Available,Marketed by WG Critical Care,,,Anesthesia,Current,,
13959,Dexmedetomidine Hydrochloride Injection,"Mylan Institutional, a Viatris Company","Dexmedetomidine Hydrochloride, Injection, 100 ug/1 mL (NDC 67457-251-02)",Reverified,9/3/25,Available,,,,Anesthesia,Current,,
13960,Dexmedetomidine Hydrochloride Injection,"Par Pharmaceutical, Inc.","Dexmedetomidine Hydrochloride, Injection, 100 ug/1 mL (NDC 42023-146-25)",Reverified,9/2/25,Available,Please check wholesalers for inventory,,,Anesthesia,Current,,
13961,Dexmedetomidine Hydrochloride Injection,Pfizer Inc.,"Precedex, Injection, 80 mcg/20 mL (4 mcg/mL) (NDC 0409-1660-20)",Reverified,8/15/25,Available,,,,Anesthesia,Current,,
13962,Dexmedetomidine Hydrochloride Injection,Pfizer Inc.,"Precedex, Injection, 200 mcg/50 mL (4 mcg/mL) (NDC 0409-1660-50)",Reverified,8/15/25,Available,,,,Anesthesia,Current,,
13963,Dexmedetomidine Hydrochloride Injection,Pfizer Inc.,"Precedex, Injection, 400 mcg/100 mL (4 mcg/mL) (NDC 0409-1596-10)",Reverified,8/15/25,Available,,,,Anesthesia,Current,,
13964,Dexmedetomidine Hydrochloride Injection,Pfizer Inc.,"Precedex, Injection, 200 mcg/2 mL (100 mcg/mL) (NDC 0409-1638-02)",Reverified,8/15/25,Available,,,,Anesthesia,Current,,
13965,Dexmedetomidine Hydrochloride Injection,Slayback Pharma,"Dexmedetomidine Hydrochloride, Injection, 4 ug/1 mL (NDC 71225-126-05)",Reverified,6/27/25,Available,,,,Anesthesia,Current,,
13966,Dexmedetomidine Hydrochloride Injection,Slayback Pharma,"Dexmedetomidine Hydrochloride, Injection, 4 ug/1 mL (NDC 71225-126-06)",Reverified,6/27/25,Available,,,,Anesthesia,Current,,
13967,Dexmedetomidine Hydrochloride Injection,"Meitheal Pharmaceuticals, Inc.","Dexmedetomidine Hydrochloride, Injection, 100 ug/1 mL (NDC 71288-505-03)",Reverified,8/19/25,Available,,,,Anesthesia,Current,,
13968,Dexmedetomidine Hydrochloride Injection,Gland Pharma Limited,"Dexmedetomidine Hydrochloride, Injection, 4 ug/1 mL (NDC 43598-976-58)",Reverified,7/28/25,Available,Distributed by DRL,,,Anesthesia,Current,,
13969,Dexmedetomidine Hydrochloride Injection,Gland Pharma Limited,"Dexmedetomidine Hydrochloride, Injection, 4 ug/1 mL (NDC 43598-975-58)",Reverified,7/28/25,Available,Distributed by DRL,,,Anesthesia,Current,,
13970,Dexmedetomidine Hydrochloride Injection,Amneal Pharmaceuticals,"Dexmedetomidine Hydrochloride, Injection, 4 mcg/mL, 50 mL (NDC 70121-1388-1)",Reverified,6/27/25,Available,,,,Anesthesia,Current,,
13971,Dexmedetomidine Hydrochloride Injection,Amneal Pharmaceuticals,"Dexmedetomidine Hydrochloride, Injection, 4 mcg/mL, 100 mL (NDC 70121-1389-1)",Reverified,6/27/25,Available,,,,Anesthesia,Current,,
13972,Dexmedetomidine Hydrochloride Injection,"Jiangsu Hengrui Pharmaceuticals Co., Ltd.","Dexmedetomidine Hydrochloride, Injection, 80 mcg/20 mL  (NDC 0781-3493-95)",Reverified,9/2/25,Available,Marketed by Sandoz Inc.; Customer service: 800-525-8747,,,Anesthesia,Current,,
13973,Dexmedetomidine Hydrochloride Injection,"Jiangsu Hengrui Pharmaceuticals Co., Ltd.","Dexmedetomidine Hydrochloride, Injection, 200 mcg/50 mL  (NDC 0781-3494-95)",Reverified,9/2/25,Available,Marketed by Sandoz Inc.; Customer service: 800-525-8747,,,Anesthesia,Current,,
13974,Dexmedetomidine Hydrochloride Injection,"Jiangsu Hengrui Pharmaceuticals Co., Ltd.","Dexmedetomidine Hydrochloride, Injection, 400 mcg/100 mL (NDC 0781-3495-95)",Reverified,9/2/25,Available,Marketed by Sandoz Inc.; Customer service: 800-525-8747,,,Anesthesia,Current,,
13975,Dexmedetomidine Hydrochloride Injection,Gland Pharma Limited,"Dexmedetomidine Hydrochloride, Injection, 200 ug/2 mL (NDC 66794-230-42)",Reverified,7/28/25,Available,Marketed by Piramal Critical Care Inc.: 800-414-1901,,,Anesthesia,Current,,
13976,Dexmedetomidine Hydrochloride Injection,Pfizer Inc.,"Precedex, Injection, 80 mcg/20 mL (4 mcg/mL) (NDC 0409-3301-10)",Reverified,8/15/25,Available,,,,Anesthesia,Current,,
13977,Dexmedetomidine Hydrochloride Injection,Pfizer Inc.,"Precedex, Injection, 200 mcg/50 mL (4 mcg/mL) (NDC 0409-4596-20)",Reverified,8/15/25,Available,,,,Anesthesia,Current,,
13978,Dexmedetomidine Hydrochloride Injection,Pfizer Inc.,"Precedex, Injection, 400 mcg/100 mL (4 mcg/mL) (NDC 0409-0155-02)",Reverified,8/15/25,Available,,,,Anesthesia,Current,,
13979,Dexmedetomidine Hydrochloride Injection,Pfizer Inc.,"Precedex, Injection, 400 mcg/100 mL (4 mcg/mL) (NDC 0409-1174-10)",Reverified,8/15/25,Available,,,,Anesthesia,Current,,
13980,Dexmedetomidine Hydrochloride Injection,Pfizer Inc.,"Precedex, Injection, 1000 mcg/250 mL Single Dose Glass Bottle (NDC 0409-1434-01)",Revised,8/15/25,Unavailable,Unavailable. Next Delivery: October 2025; Estimated Recovery: December 2025,,Other,Anesthesia,Current,,
13981,Dexmedetomidine Hydrochloride Injection,Pfizer Inc.,"Precedex, Injection, 1000 mcg/250 mL Glass Bottle NovaPlus (NDC 0409-2815-01)",Revised,8/15/25,Limited Availability,Limited Supply Available. Next Delivery: November 2025; Estimated Recovery: December 2025,,Other,Anesthesia,Current,,
13982,Dexmedetomidine Hydrochloride Injection,Pfizer Inc.,"Precedex, Injection, 200 mcg/50 mL (4 mcg/mL) (NDC 0409-1454-20)",Reverified,8/15/25,Available,,,,Anesthesia,Current,,
13983,Dexmedetomidine Hydrochloride Injection,"Jiangsu Hengrui Pharmaceuticals Co., Ltd.","Dexmedetomidine Hydrochloride, Injection, 200 mcg/2 mL (NDC 83634-600-02)",Reverified,9/2/25,Unavailable,Distributed by Avenacy; Contact information: 877-283-6229,,Demand increase for the drug,Anesthesia,Current,,
13984,Dextrose Monohydrate 10% Injection,Baxter Healthcare,"Dextrose 10% In Plastic Container, Injection, 100 g/1000 mL (NDC 0338-0023-02)",Reverified,9/3/25,Available,,,,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Current,,
13985,Dextrose Monohydrate 10% Injection,Baxter Healthcare,"Dextrose 10% In Plastic Container, Injection, 100 g/1000 mL (NDC 0338-0023-03)",Reverified,9/3/25,Available,,,,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Current,,
13986,Dextrose Monohydrate 10% Injection,Baxter Healthcare,"Dextrose 10% In Plastic Container, Injection, 100 g/1000 mL (NDC 0338-0023-04)",Reverified,9/3/25,Available,,,,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Current,,
13987,Dextrose Monohydrate 10% Injection,B. Braun Medical Inc.,"Dextrose Monohydrate 10%, Injection, 10 g/100 mL (NDC 0264-7520-00)",Reverified,8/21/25,Available,,,,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Current,,
13988,Dextrose Monohydrate 10% Injection,B. Braun Medical Inc.,"Dextrose Monohydrate 10%, Injection, 10 g/100 mL (NDC 0264-7520-10)",Reverified,8/21/25,Available,,,,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Current,,
13989,Dextrose Monohydrate 10% Injection,B. Braun Medical Inc.,"Dextrose Monohydrate 10%, Injection, 10 g/100 mL (NDC 0264-7520-20)",Reverified,8/21/25,Available,,,,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Current,,
13990,Dextrose Monohydrate 10% Injection,"Fresenius Kabi USA, LLC","Dextrose 10% In Plastic Container, Injection, 100 mg/1 mL (NDC 63323-824-74)",Reverified,9/2/25,Available,Check wholesalers for inventory,,,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Current,,
13991,Dextrose Monohydrate 10% Injection,"Fresenius Kabi USA, LLC","Dextrose 10% In Plastic Container, Injection, 100 mg/1 mL (NDC 63323-824-75)",Reverified,9/2/25,Unavailable,Backordered. Next release not available at this time. Check wholesalers for inventory.,,Demand increase for the drug,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Current,,
13992,Dextrose Monohydrate 10% Injection,"Fresenius Kabi USA, LLC","Dextrose 10% In Plastic Container, Injection, 100 mg/1 mL (NDC 63323-824-76)",Reverified,9/2/25,Available,Check wholesalers for inventory,,,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Current,,
13993,Dextrose Monohydrate 10% Injection,Otsuka ICU Medical LLC,"Dextrose 10% In Plastic Container, Injection, 10 g/100 mL (NDC 0990-7930-02)",Reverified,8/20/25,Available,"This product is distributed by ICU Medical. For questions regarding this product, please contact ICU Medical.",,,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Current,,
13994,Dextrose Monohydrate 10% Injection,Otsuka ICU Medical LLC,"Dextrose 10% In Plastic Container, Injection, 10 g/100 mL (NDC 0990-7930-03)",Reverified,8/20/25,Available,"This product is distributed by ICU Medical. For questions regarding this product, please contact ICU Medical.",,,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Current,,
13995,Dextrose Monohydrate 10% Injection,Otsuka ICU Medical LLC,"Dextrose 10% In Plastic Container, Injection, 10 g/100 mL (NDC 0990-7930-09)",Reverified,8/20/25,Available,"This product is distributed by ICU Medical. For questions regarding this product, please contact ICU Medical.",,,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Current,,
13996,Dextrose Monohydrate 10% Injection,Otsuka ICU Medical LLC,"Dextrose 10% In Plastic Container, Injection, 10 g/100 mL (NDC 0990-7938-19)",Reverified,8/20/25,Available,"This product is distributed by ICU Medical. For questions regarding this product, please contact ICU Medical.",,,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Current,,
13997,Dextrose Monohydrate 5% Injection,"Hospira, Inc., a Pfizer Company","Dextrose 5% In Plastic Container, Injection, 2.5 g/50mL (5%, 50mg/mL) (NDC 0409-7100-66)",Reverified,8/15/25,Available,,,,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Current,,
13998,Dextrose Monohydrate 5% Injection,"Hospira, Inc., a Pfizer Company","Dextrose 5% In Plastic Container, Injection, 5 g/100mL (5%) Plastic (NDC 0409-7100-67)",Reverified,8/15/25,Available,,,,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Current,,
13999,Dextrose Monohydrate 5% Injection,"Hospira, Inc., a Pfizer Company","Dextrose 5% In Plastic Container, Injection, 12.5 g/250mL (5%) (NDC 0409-7100-02)",Reverified,8/15/25,Available,,,,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Current,,
14000,Dextrose Monohydrate 5% Injection,"Fresenius Kabi USA, LLC","Dextrose 5% In Plastic Container, Injection, 50 mg/1 mL (NDC 65219-464-50)",Reverified,9/2/25,Available,Check wholesalers for inventory,,,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Current,,
14001,Dextrose Monohydrate 5% Injection,"Fresenius Kabi USA, LLC","Dextrose 5% In Plastic Container, Injection, 50 mg/1 mL (NDC 65219-458-30)",Reverified,9/2/25,Available,Check wholesalers for inventory,,,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Current,,
